question,gold answer,KITLM,"GPT3.5-turbo ChatGPT, 1 shot",GPT3_FineTuned_2-epochs
What is the second event associated with [AccidentNumber_ANC87LA134]?,NOSE_OVER,nose_over,N/A, ___unknown___secondevent 
What is the aircraft damage associated with [AccidentNumber_DFW05CA097]?,Substantial,substantial,N/A,substantial
What is the Flight Crew associated with [AccidentNumber_CHI90FA252]?,PILOT_IN_COMMAND,pilot_in_command,N/A,pilot-in-command
What aircraft category does [Registration_N59180] belong to?,Airplane,airplane,N/A, ___unknown___aircraftcategory
What is the restraint used associated with [Pilot_NYC02LA024]?,"Seatbelt, Shoulder harness","seatbelt, shoulder harness",N/A, ___unknown___restraintused 
What caused [AccidentNumber_ANC93LA051]?,AIRPORTFACILITIESRUNWAY/LANDINGAREACONDITION|LACKOFTOTALEXPERIENCEINTYPEOFAIRCRAFT|ABORT|LIFTOFF|LACKOFTOTALEXPERIENCEINTYPEOPERATION,lackoftotalexperienceintypeoperation,N/A, ___unknown___causeofaccident
What is the crew injury associated with [AccidentNumber_ANC04LA034]?,2 None,2 none,N/A (The accident number provided is invalid or incorrect),1 none
What is the Visual Flight Rules approach associated with [AccidentNumber_LAX04LA254]?,ForcedLanding,forcedlanding,N/A, ___unknown___visualflightrulesapproach 
What is the runway surface condition associated with [AccidentNumber_LAX02LA035]?,Dry,dry,N/A, ___unknown___runwaysurfacecondition
What is the landing gear associated with [Registration_N5091X]?,Tailwheel,tailwheel,Nose wheel and two main wheels., ___unknown___landinggear
What is the seat occupancy associated with [Pilot_ATL03LA086]?,Left,left,N/A,2
What is the second event associated with [AccidentNumber_ATL86LA236]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER,in_flight_collision_with_terrain/water,N/A, ___unknown___secondevent 
What is the runway surface type associated with [AccidentNumber_MIA04CA055]?,___Unknown___RunwaySurfaceType,___unknown___runwaysurfacetype,N/A, ___unknown___runwaysurfacetype
What is the aircraft issue that caused [AccidentNumber_CHI05CA208]?,___Unknown___AircraftIssue,___unknown___aircraftissue,N/A (The provided accident number is invalid or incorrect), ___unknown___aircraftissue
What caused [AccidentNumber_ATL91FA120]?,REASONFOROCCURRENCEUNDETERMINED|PROCEDURES/DIRECTIVES|ROTORRPM,procedures/directives,N/A (No information is available about AccidentNumber_ATL91FA120), ___unknown___causeofaccident
What is the restraint used associated with [Pilot_NYC04FA136]?,"Seatbelt, Shoulder harness","seatbelt, shoulder harness",N/A (Restraint information is not provided in the accident report), ___unknown___restraintused 
What does [Registration_N317LC] have in terms of an emergency locator transmitter?,"Installed, activated, did not aid in locating accident","installed, activated, did not aid in locating accident",N/A, ___unknown___emergencylocatortransmitter 
What is the total injury associated with [AccidentNumber_FTW02LA170]?,1 None,1 none,N/A,"1 minor, 1 none"
What caused [AccidentNumber_CHI86LA097]?,OVERCONFIDENCEINPERSONALABILITY|AIRCRAFTWEIGHTANDBALANCE|OBJECT|JUDGMENT|AIRCRAFTHANDLING|PERFORMANCEDATA,aircraftweightandbalance,N/A, ___unknown___causeofaccident
What is the Flight Crew associated with [AccidentNumber_ANC93LA001]?,PILOT_IN_COMMAND,pilot_in_command,N/A,pilotincommand
What caused [AccidentNumber_FTW88FA085]?,PLANNING/DECISION|SELF|FLIGHTINTOKNOWNADVERSEWEATHER|WEATHERCONDITION,self,N/A, ___unknown___causeofaccident
What is the Federal Aviation Regulation associated with [AccidentNumber_CHI05CA085]?,Part91GeneralAviation-Business,part91generalaviation-business,N/A, part91generalaviation-personal_flight
What is the engine manufacturer associated with [Registration_N4249C]?,Continental,continental,N/A, Lycoming
What airspace is associated with [AccidentNumber_CHI03LA002]?,ClassE,classe,N/A, ___unknown___airspacetype
What caused [AccidentNumber_CHI82DA020]?,AIRSPEED|DISTANCE|WEATHERCONDITION|TERRAINCONDITION|ALTITUDE,airspeed,N/A, ___unknown___causeofaccident
What is the second event associated with [AccidentNumber_ANC07LA018]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER,in_flight_collision_with_terrain/water,N/A, ___unknown___secondevent 
What is the third event associated with [AccidentNumber_MKC89LA032]?,NOSE_OVER,nose_over,N/A, ___unknown___thirdevent 
What is the aircraft issue that caused [AccidentNumber_LAX05FA193]?,___Unknown___AircraftIssue,___unknown___aircraftissue,fuel starvation due to improper fuel management by the pilot-in-command., ___unknown___aircraftissue
What engine is associated with [Registration_N8150F]?,1Reciprocating,1reciprocating,N/A, Lycoming IO-540-B1B5
What is the airplane rating associated with [Pilot_DEN05LA109]?,Multi-engineLand;Single-engineLand,multi-engineland;single-engineland,N/A, private
What is the runway surface condition associated with [AccidentNumber_LAX05LA253]?,Dry,dry,N/A (The question is not applicable to AccidentNumber_LAX05LA253 as it was a helicopter accident and not a runway-related incident), ___unknown___runwaysurfacecondition
What certificate does [Pilot_DFW05LA026] have?,Commercial,commercial,N/A, ___unknown___certificate
What passanger injury is associated with [AccidentNumber_IAD01LA035]?,1 None,1 none,N/A (There is no AccidentNumber_IAD01LA035 in the given question),1 none
What airspace is associated with [AccidentNumber_CHI01LA263]?,ClassG,classg,N/A (The question is asking for information that is not included in the given accident number.), ___unknown___airspacetype
What is the lowest ceiling associated with [AccidentNumber_ANC01LA080]?,___Unknown___LowestCeiling,___unknown___lowestceiling,N/A, ___unknown___lowestceiling
What passanger injury is associated with [AccidentNumber_NYC02LA001]?,1 Serious,1 minor,N/A,1 none
What is the first event associated with [AccidentNumber_FTW91LA044]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER,loss_of_control_-_in_flight,N/A (No information is available about the first event associated with AccidentNumber_FTW91LA044),collisionwithterrain
What is the aircraft issue that caused [AccidentNumber_MIA05CA121]?,___Unknown___AircraftIssue,___unknown___aircraftissue,N/A, ___unknown___aircraftissue
What engine is associated with [Registration_N310WH]?,2Reciprocating,2reciprocating,N/A (The question is not sufficient to determine the answer. More information is required.), ___unknown___engines
What is the aircraft issue that caused [AccidentNumber_CHI02LA018]?,___Unknown___AircraftIssue,___unknown___aircraftissue,N/A, ___unknown___aircraftissue
What airworthiness certificate does [Registration_N289HG] have?,Normal,normal,N/A, ___unknown___airworthinesscertificate
What is the crew injury associated with [AccidentNumber_SEA05CA035]?,1 None,1 none,N/A (The question is asking for crew injury information which is not provided in the given AccidentNumber_SEA05CA035),"1 minor, 1 none"
What is the aircraft issue that caused [AccidentNumber_DEN01LA060]?,___Unknown___AircraftIssue,___unknown___aircraftissue,N/A (The provided Accident Number is not valid), ___unknown___aircraftissue
What flight plan was filed for [AccidentNumber_LAX02LA039]?,Company VFR,company vfr,N/A (The flight plan information is not relevant to the accident investigation report and therefore not included in the report), ___unknown___flightplan
What is the Visual Flight Rules approach associated with [AccidentNumber_ANC05FA090]?,___Unknown___VisualFlightRulesApproach,___unknown___visualflightrulesapproach,What is the Visual Flight Rules approach associated with AccidentNumber_ANC05FA090?   Approach was conducted under Visual Flight Rules (VFR)., ___unknown___visualflightrulesapproach 
What is the lowest cloud condition associated with [AccidentNumber_SEA04LA178]?,___Unknown___LowestCloudCondition,___unknown___lowestcloudcondition,N/A, ___unknown___cloudcondition
What is the second event associated with [AccidentNumber_NYC87DNE05]?,ON_GROUND/WATER_ENCOUNTER_WITH_TERRAIN/WATER,on_ground/water_encounter_with_terrain/water,N/A (No information is provided about a second event associated with AccidentNumber_NYC87DNE05), ___unknown___secondevent 
What caused [AccidentNumber_FTW85LA303]?,WEATHEREVALUATION|CARBURETORHEAT|WEATHERCONDITION,weathercondition,N/A, ___unknown___causeofaccident
What is the Federal Aviation Regulation associated with [AccidentNumber_NYC02LA107]?,Part91GeneralAviation-Personal,part91generalaviation-personal,N/A, part91generalaviation-personal_flight
What is the restraint used associated with [Pilot_LAX04LA254]?,"Seatbelt, Shoulder harness","seatbelt, shoulder harness",N/A, ___unknown___restraintused 
What is the condition of light associated with [AccidentNumber_DEN05CA001]?,Dawn,dawn,N/A, day
What is the restraint used associated with [Pilot_CHI01LA079]?,"Seatbelt, Shoulder harness","seatbelt, shoulder harness",N/A,seatbelt
What airspace is associated with [AccidentNumber_ATL05FA048]?,ClassG,classg,N/A (Information about the airspace associated with the given accident number is not available), ___unknown___airspacetype
What airworthiness certificate does [Registration_N9696B] have?,Normal,normal,Standard., ___unknown___airworthinesscertificate
What is the airplane rating associated with [Pilot_NYC05FA026]?,Multi-engineLand,multi-engineland,N/A, private
What is the engine manufacturer associated with [Registration_N20840]?,Turbomeca,turbomeca,N/A, Lycoming
What is the engine manufacturer associated with [Registration_N33N]?,Continental,continental,N/A, Lycoming
What is the aircraft issue that caused [AccidentNumber_MIA02LA038]?,___Unknown___AircraftIssue,___unknown___aircraftissue,faulty landing gear was the aircraft issue that caused AccidentNumber_MIA02LA038., ___unknown___aircraftissue
What is the runway surface condition associated with [AccidentNumber_SEA04LA064]?,___Unknown___RunwaySurfaceCondition,___unknown___runwaysurfacecondition,N/A, ___unknown___runwaysurfacecondition
What is the first event associated with [AccidentNumber_DEN87FA050]?,IN_FLIGHT_ENCOUNTER_WITH_WEATHER_-_LOW_CEILING,in_flight_encounter_with_weather_-_low_ceiling,N/A (Insufficient information provided to determine the answer),collisionwithterrain
What is the Federal Aviation Regulation associated with [AccidentNumber_FTW03LA102]?,Part91GeneralAviation-Personal,part91generalaviation-personal,N/A, part91generalaviation-personal_flight
What is the aircraft issue that caused [AccidentNumber_MIA03CA103]?,___Unknown___AircraftIssue,___unknown___aircraftissue,N/A, ___unknown___aircraftissue
What caused [AccidentNumber_FTW82FRD09]?,REASONFOROCCURRENCEUNDETERMINED|STALL|AIRSPEED,reasonforoccurrenceundetermined,N/A, ___unknown___causeofaccident
What is the Flight Crew associated with [AccidentNumber_ANC05LA093]?,PILOT_IN_COMMAND,pilot_in_command,N/A,pilot_in_command
What is the seat occupancy associated with [Pilot_NYC02LA046]?,Front,left,N/A,2
What environmental issue caused [AccidentNumber_CHI05LA050]?,___Unknown___EnvironmentalIssue,___unknown___environmentalissue,N/A, ___unknown___environmentalissue
What is the first event associated with [AccidentNumber_FTW87LA024]?,AIRFRAME/COMPONENT/SYSTEM_FAILURE/MALFUNCTION,in_flight_encounter_with_weather_-_low_ceiling,N/A (As there is not enough information given to determine the first event associated with AccidentNumber_FTW87LA024),collisionwithterrain
What is the first event associated with [AccidentNumber_MKC85FA080]?,"IN_FLIGHT_COLLISION_WITH_OBJECT_-_WIRE,TRANSMISSION","in_flight_collision_with_object_-_wire,transmission","N/A (As an AI language model, I don't have access to real-time data or internet to find the answer. Please provide a specific accident report or dataset to answer the question.)",collisionwithterrain
What does [Registration_N117JB] have in terms of an emergency locator transmitter?,Not installed,not installed,N/A, ___unknown___emergencylocatortransmitter 
What is the runway surface type associated with [AccidentNumber_ANC03LA011]?,Gravel,gravel,N/A (The AccidentNumber_ANC03LA011 could not be found in the dataset provided), ___unknown___runwaysurfacetype
What is the first event associated with [AccidentNumber_BFO89LA049]?,IN_FLIGHT_COLLISION_WITH_OBJECT_-_OTHER,in_flight_collision_with_object_-_other,"N/A (As an AI language model, I do not have access to a database of current accidents and their corresponding accident numbers.)",collisionwithterrain
What is the engine model associated with [Registration_N2842D]?,O-360,o-360,N/A, ___unknown___enginemodel
What is the crew injury associated with [AccidentNumber_MIA02LA122]?,2 None,1 none,N/A (There is no mention of any crew injury in the given accident number MIA02LA122 report),1 minor
What caused [AccidentNumber_MKC85FA080]?,VISUALLOOKOUT|OBJECT|CLEARANCE,visuallookout,N/A, ___unknown___causeofaccident
What is the Visual Flight Rules approach associated with [AccidentNumber_NYC02LA091]?,FullStop;TrafficPattern,fullstop;trafficpattern,N/A, ___unknown___visualflightrulesapproach 
What instructor rating does [Pilot_FTW04LA090] have?,Airplane Multi-engine; Airplane Single-engine; Instrument Airplane,airplane single-engine; instrument airplane,N/A, ___unknown___instructorrating
What certificate does [Pilot_ANC02LA110] have?,Private,private,N/A, ___unknown___certificate
What is the third event associated with [AccidentNumber_LAX91LA023]?,ON_GROUND/WATER_ENCOUNTER_WITH_TERRAIN/WATER,on_ground/water_encounter_with_terrain/water,N/A (There is no information provided about a third event associated with AccidentNumber_LAX91LA023), ___unknown___thirdevent
In which country did [AccidentNumber_NYC04LA063] occur?,PA,ma,N/A, united states
What is the third event associated with [AccidentNumber_LAX95FA072]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER,in_flight_collision_with_terrain/water,N/A (There is no information provided regarding a third event associated with AccidentNumber_LAX95FA072), ___unknown___thirdevent
What is the first event associated with [AccidentNumber_CHI05CA085]?,"DRAGGED_WING,ROTOR,POD,FLOAT_OR_TAIL/SKID","dragged_wing,rotor,pod,float_or_tail/skid",N/A (There is no information given about AccidentNumber_CHI05CA085),collisionwithterrain
What is the runway surface condition associated with [AccidentNumber_CHI03FA238B]?,Dry,dry,N/A, ___unknown___runwaysurfacecondition
What is the Flight Crew associated with [AccidentNumber_LAX95LA233]?,PILOT_IN_COMMAND,pilot_in_command,N/A,pilot-in-command
What is the clearance associated with [AccidentNumber_ATL02LA148]?,___Unknown___TypeOfClearance,___unknown___typeofclearance,N/A, ___unknown___clearance
