question,gold answer,KITLM,"GPT3.5-turbo ChatGPT, 1 shot",GPT3_FineTuned_2-epochs
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_NYC04FA100],Normal,normal,Standard.,normal;utility;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-eng
What is the operator of the registered aircraft involved in [AccidentNumber_LAX04CA309],Edward A. Warburton,arizona cloudbusters inc.,N/A (The given AccidentNumber is invalid or not available in the database),"Cessna Aircraft Company, Inc."
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_FTW04LA090],Normal,normal,"Standard, Normal, Airworthiness Certificate",normal;utility;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-eng
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_ATL04CA172],Single-engineLand,single-engineland,N/A (The accident number provided is not a valid code),Single-engineland;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-
What could have contributed to the cause of the accident [AccidentNumber_CHI00LA130],OTHERPERSON|OTHER,other,N/A,other_maintenance_personnel_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_unknown_organization_personnel_of_unknown_organization
Where did the accidents with accident of aircraft registered with [Registration_N4602S] occur,ID,tn,N/A,florida
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_SEA02LA010],Experimental,normal,N/A,normal;utility;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-eng
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_LAX05CA252],Single-engineLand,single-engineland,N/A,Single-engineland;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-
What could have contributed to the cause of the accident [AccidentNumber_FTW89LA057],OTHER,other,N/A (No accident record found with provided AccidentNumber_FTW89LA057),other_maintenance_personnel_personnel_of_other_aircraft_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_other_organizations
Which cities have the accidents of the aircraft registered with [Registration_N4401X] occurred in,SanLuisObispo,wilmington,N/A - There is no information provided about accidents involving Registration_N4401X.,"The accident occurred in the city of chicago,il."
What is the aircraft category of the registered aircraft involved in [AccidentNumber_CHI03LA048],Airplane|Gyroplane,airplane,N/A (insufficient information provided),turboprop:turboprop-powered helicopter
When was the last inspection of the registered aircraft involved in [AccidentNumber_FTW01LA135],100 Hour,annual,N/A, ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_IAD05LA050],"Installed, not activated","installed, not activated",N/A,"installed,not activated/used,not installed/used,not activated/used,not installed/used,not activated/used,not installed/used,not activated/used,not installed/used,not activated/used,not installed/"
What could have contributed to the cause of the accident [AccidentNumber_FTW94LA115],OTHER,other,N/A (The accident code provided is not valid),other_maintenance_personnel_personnel_of_other_aircraft_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_unknown_organization
What is the aircraft category of the registered aircraft involved in [AccidentNumber_CHI03LA326],Airplane,airplane,N/A (The provided AccidentNumber_CHI03LA326 is invalid),turboprop:turboprop-powered helicopter
Which cities have the accidents of the aircraft registered with [Registration_N3467E] occurred in,Covington,argyle,N/A,"bakersfield,ca;chicago,il;dallas,tx;denver,co;detroit,mi;houston,tx;losangeles,ca;memphis,tn;newyork,ny;philadelphia"
What could have contributed to the cause of the accident [AccidentNumber_CHI04LA001],OTHER|OTHER,other,N/A (The accident number is not provided),other_maintenance_personnel_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_unknown_organization_personnel_of_unknown_organization
What could have contributed to the cause of the accident [AccidentNumber_LAX01LA083],MANUFACTURER|KITMANUFACTURER|PILOT_IN_COMMAND|PRODUCTION/DESIGNPERSONNEL,failure,N/A - AccidentNumber_LAX01LA083 is not provided.,other_maintenance_personnel_personnel_management_personnel_personnel_management_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel
What could have contributed to the cause of the accident [AccidentNumber_SEA98LA068],OTHER,other,N/A - The accident number provided is invalid or does not exist in the database.,other_maintenance_personnel_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_unknown_organization_personnel_of_unknown_organization
What was the condition of light when the accident of aircraft registered with [Registration_N364SR] occurred,Day,day,"N/A (The question does not pertain to the condition of the aircraft, but rather the condition of the light during the accident.)","VFR day/night conditions lighted/unlighted,lighted/unlighted,lighted/unlighted,lighted/unlighted,lighted/unlighted,lighted/unlighted,lighted"
What could have contributed to the cause of the accident [AccidentNumber_LAX01FA134],OTHER,other,N/A,other_maintenance_personnel_personnel_management_personnel_personnel_management_personnel_personnel_management_personnel_personnel_management_personnel_personnel_management_personnel_personnel
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_LAX02LA147],AirTractor,cessna,N/A,craigaircraft.com/aircraft/craig-aircraft-c-a-2-0-1/craig-aircraft-c-a-2-0-1-aircraft-manufacturer
What is the aircraft model of the registered aircraft involved in [AccidentNumber_LAX03LA103],PA-18-150,172s,N/A (the aircraft model is not provided in the accident report),c-46b-2a-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-
What is the engine model of the registered aircraft involved in [AccidentNumber_DEN03LA062],250-C20B,o-360-a1d,N/A,1a-b1a-a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a
What is the engine type of the registered aircraft involved in [AccidentNumber_IAD04CA009],1Reciprocating,1reciprocating,N/A,turbo-jet-turbofan-turboprop-turboshaft-turboshaft-turboshaft-turboshaft-turboshaft-turboshaft
What is the serial number of the registered aircraft involved in [AccidentNumber_ANC01LA053],32-40145,18-8045,N/A,3-13-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-
What is the landing gear type of the registered aircraft involved in [AccidentNumber_CHI05LA050],Retractable-Tricycle,retractable-tricycle,Retractable tricycle.,tricycle
Which pilots have been involved in the accident of aircraft registered with [Registration_N421DG],Pilot_SEA02LA046,pilot_chi04ca172,N/A - There have been no accidents involving aircraft registered with Registration_N421DG.,pilot_chi01la039a039a039a039a039a039a039a039a039a039a039a039a039a039a039
What was the instructor rating of the pilot in the aircraft involved in [AccidentNumber_ANC03LA011],Airplane Multi-engine; Airplane Single-engine; Instrument Airplane,airplane single-engine,Private Pilot.,None; airplane not equipped. ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_NYC02LA001],Class 3 Valid Medical--w/ waivers/lim.,class 3 valid medical--w/ waivers/lim.,N/A, Class 2 valid medical--w/ waivers/lim. waivers/lim. not valid in this aircraft/instrument/flightinstructor. medical waivers/lim. not valid in this aircraft/instrument/flightinstructor. class 3
When was the last inspection of the registered aircraft involved in [AccidentNumber_NYC04FA136],Annual,annual,N/A, ___unknown___lastinspection___aircraftinvolvedinaccidentnyc04fa136___lastinspection___aircraftinvolvedinaccidentnyc04fa136___unknown___lastinspection___aircraftinvolvedinaccidentnyc04
Where did the accidents with accident of aircraft registered with [Registration_N195S] occur,TX,nc,N/A - There is no record of an aircraft registered with Registration_N195S being involved in an accident.,florida
What could have contributed to the cause of the accident [AccidentNumber_GAA17CA260],Notused/operated|Unintentionaluse/operation|Malfunction|Incorrectuse/operation,incorrectuse/operation,Pilot's failure to maintain clearance from terrain while maneuvering.,_unknown_personnel_condition_at_time_of_occurrence_of_accident_of_other_personnel_personnel_management_of_personnel_condition_at_time_of_occurrence_
What could have contributed to the cause of the accident [AccidentNumber_CEN13FA039],PILOT_IN_COMMAND|ContributedToOutcome|DecisionRelatedToCondition,pilot_in_command,Pilot's failure to maintain clearance from terrain.,_unknown_personnel_management_personnel_management_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_person
What could have contributed to the cause of the accident [AccidentNumber_ANC86LA042],ATCPERSONNEL_DEP/APCH|PILOT_IN_COMMAND|PILOT_IN_COMMAND,pilot_in_command,N/A - The question does not provide enough information about the accident to determine any possible contributing factors.,other_maintenance_personnel_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_unknown_organization_personnel_of_unknown_organization
What is the aircraft category of the registered aircraft involved in [AccidentNumber_LAX05LA002],Airplane,airplane,Unknown/Not Available.,turboprop:turbopropengineonly;turboprop:turbopropengineandturboshaft;turboprop:turbopropengineandturboshaftandpropeller;
Where did the accidents with accident of aircraft registered with [Registration_N45008] occur,AK,nv,N/A,florida
What is the operator of the registered aircraft involved in [AccidentNumber_FTW03FA027],James C. Rogers,petroleum helicopters,N/A (Insufficient information provided. Please provide the necessary detail.),"Cessna Aircraft Company, Inc."
What caused the accident of aircraft registered with [Registration_N212CF],___Unknown___EnvironmentalIssue|___Unknown___AircraftIssue|FLARE,___unknown___aircraftissue,N/A,unknownpersonnel/equipmentinadequatecondition/maintenancepersonnel/maintenancepersonnel/equipmentinadequatecondition/personnel/personnel/personnel/personnel/personnel/personnel/personnel/person
What is the operator of the registered aircraft involved in [AccidentNumber_DEN05TA033],United States Department of,robert a. brunette,N/A (insufficient information provided),"Cessna Aircraft Company, Inc."
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_ANC01LA097],2020 Hours at time of accident,4332 hours as of last inspection,N/A,1408.0 hours at time of accident.
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_SEA02TA022],Hughes,cessna,N/A (The given Accident Number is not valid),craigaircraft.com/aircraft/craig-aircraft-c-a-2-a-c-2-a-c-2-a-c-2-a-c-2-a-
What was the instructor rating of the pilot in the aircraft involved in [AccidentNumber_ANC01LA053],Airplane Single-engine,airplane single-engine,N/A, airplane multi-engine; airplane single-engine; instrument airplane; instrument helicopter; helicopter; airframe; powerplant; instrument flight; commercial; glider; unknown; instrument; flight; helicopter; helicopter; helicopter; helicopter; helicopter; helicopter;
